"Fish_ID","Age","Length"
1,0,5.05882329855006
1,0.5,15.8995134482682
1,1,25.7608655736347
1,1.5,34.7313521752648
1,2,42.8914532290577
1,2.5,50.3143782235626
1,3,57.0667229691506
1,3.5,63.209067071647
1,4,68.7965174307425
1,4.5,73.8792026392556
1,5,78.5027227188183
1,5.5,82.7085582268515
1,6,86.5344424051908
1,6.5,90.014699709146
1,7,93.1805537541556
1,7.5,96.0604074428221
1,8,98.6800977855273
1,8.5,101.063127700787
1,9,103.230876874973
1,9.5,105.202793573161
1,10,106.996569121966
1,10.5,108.628296629748
1,11,110.112615368191
1,11.5,111.462842110576
1,12,112.691090605078
1,12.5,113.808380254949
1,13,114.824734980638
1,13.5,115.749273150799
1,14,116.590289389008
1,14.5,117.355328990139
1,15,118.051255614036
2,0,4.5262626929076
2,0.5,16.6293977209754
2,1,27.5118171031462
2,1.5,37.2966415585297
2,2,46.0945739171678
2,2.5,54.0051515816026
2,3,61.1178726658484
2,3.5,67.5132085525974
2,4,73.2635143244534
2,4.5,78.4338473695639
2,5,83.0827034231323
2,5.5,87.2626783721808
2,6,91.0210633110437
2,6.5,94.4003795798857
2,7,97.4388598395248
2,7.5,100.170880625309
2,8,102.627351273845
2,8.5,104.836063622784
2,9,106.822006440078
2,9.5,108.607648140073
2,10,110.213190985013
2,10.5,111.656799647905
2,11,112.954806722675
2,11.5,114.121897506667
2,12,115.171276146087
2,12.5,116.114815024103
2,13,116.963189081745
2,13.5,117.725996591271
2,14,118.411867748395
2,14.5,119.028562311965
2,15,119.583057395752
3,0,4.75472127814967
3,0.5,15.9842390326623
3,1,26.162906212184
3,1.5,35.3890606932915
3,2,43.75183796147
3,2.5,51.3320322645647
3,3,58.2028771800823
3,3.5,64.4307531375391
3,4,70.0758287313527
3,4.5,75.192642020114
3,5,79.8306274282696
3,5.5,84.0345933407081
3,6,87.8451550043708
3,6.5,91.2991269192272
3,7,94.4298785095713
3,7.5,97.2676565118426
3,8,99.839877193615
3,8.5,102.171391226933
3,9,104.284723774985
3,9.5,106.200292111623
3,10,107.936602876209
3,10.5,109.510430869477
3,11,110.936981117803
3,11.5,112.230035771618
3,12,113.402087257162
3,12.5,114.464458967989
3,13,115.427414662243
3,13.5,116.300257622619
3,14,117.091420536991
3,14.5,117.808546968083
3,15,118.458565199257
4,0,4.87195390390088
4,0.5,15.8205564794283
4,1,25.7702265686488
4,1.5,34.8121051281651
4,2,43.0290175636454
4,2.5,50.4962324270092
4,3,57.2821508913309
4,3.5,63.4489333191877
4,4,69.0530686639416
4,4.5,74.1458919197857
4,5,78.7740543604995
4,5.5,82.9799508743936
4,6,86.8021083099175
4,6.5,90.2755383892526
4,7,93.4320584226501
4,7.5,96.3005827613196
4,8,98.9073876586364
4,8.5,101.276351965848
4,9,103.429175867098
4,9.5,105.385579657433
4,10,107.163484384621
4,10.5,108.779176009517
4,11,110.247454588699
4,11.5,111.581769845934
4,12,112.79434437432
4,12.5,113.896285597668
4,13,114.897687516716
4,13.5,115.80772317218
4,14,116.634728671634
4,14.5,117.386279549911
4,15,118.069260162508
5,0,5.9219310026161
5,0.5,17.2130882784535
5,1,27.44182694906
5,1.5,36.7081131441395
5,2,45.1025068826225
5,2.5,52.7070471216346
5,3,59.5960535285707
5,3.5,65.8368528120487
5,4,71.4904367102211
5,4.5,76.6120580670067
5,5,81.2517708217361
5,5.5,85.4549191895624
5,6,89.2625808134321
5,6.5,92.711968218566
5,7,95.8367924928945
5,7.5,98.6675927477163
5,8,101.232034578424
5,8.5,103.555180442172
5,9,105.6597345949
5,9.5,107.566264981512
5,10,109.293404247737
5,10.5,110.858031838194
5,11,112.275438960301
5,11.5,113.559478026245
5,12,114.722698033506
5,12.5,115.776467207031
5,13,116.731084101633
5,13.5,117.595878250442
5,14,118.37930134304
5,14.5,119.089009824371
5,15,119.731939721679
6,0,4.67402504915227
6,0.5,15.9864348233511
6,1,26.2324228067216
6,1.5,35.5125206683472
6,2,43.9177829486779
6,2.5,51.5306804692193
6,3,58.4259095204162
6,3.5,64.6711247673289
6,4,70.327603064232
6,4.5,75.4508446913566
6,5,80.0911179129955
6,5.5,84.2939522000727
6,6,88.1005849565793
6,6.5,91.5483661330734
6,7,94.671124697232
6,7.5,97.4995005571934
6,8,100.06124519446
6,8.5,102.381493956114
6,9,104.483012678018
6,9.5,106.386421058836
6,10,108.110394976559
6,10.5,109.671849732638
6,11,111.086106021677
6,11.5,112.367040255156
6,12,113.52722071411
6,12.5,114.5780308667
6,13,115.529781060616
6,13.5,116.391809686229
6,14,117.172574803092
6,14.5,117.879737128793
6,15,118.520235204452
7,0,5.11769328614243
7,0.5,17.1381126209787
7,1,27.9544446142707
7,1.5,37.687302889028
7,2,46.4452191822093
7,2.5,54.3258535891953
7,3,61.417083577877
7,3.5,67.7979839160278
7,4,73.5397084391921
7,4.5,78.7062834917436
7,5,83.3553218888236
7,5.5,87.5386653605981
7,6,91.3029626427695
7,6.5,94.6901896596685
7,7,97.7381176005224
7,7.5,100.480734108448
7,8,102.948622278874
7,8.5,105.169301693633
7,9,107.167535293612
7,9.5,108.965605511919
7,10,110.583562746746
7,10.5,112.039448944669
7,11,113.349498787569
7,11.5,114.528320726625
7,12,115.58905988211
7,12.5,116.54354462548
7,13,117.402418478317
7,13.5,118.17525879893
7,14,118.870683580104
7,14.5,119.496447548899
7,15,120.059528640114
8,0,5.03898042478186
8,0.5,16.5044845997991
8,1,26.8745072249218
8,1.5,36.2537170358499
8,2,44.7367821030649
8,2.5,52.4093253540708
8,3,59.3487887994316
8,3.5,65.6252151855827
8,4,71.3019549639455
8,4.5,76.436305712064
8,5,81.0800904606946
8,5.5,85.280180764131
8,6,89.0789697933215
8,6.5,92.5148002268938
8,7,95.6223512589596
8,7.5,98.4329886299235
8,8,100.975081213294
8,8.5,103.274287353931
8,9,105.353813847863
8,9.5,107.234650177643
8,10,108.935780367492
8,10.5,110.474374596559
8,11,111.865962504317
8,11.5,113.124589937356
8,12,114.262960719659
8,12.5,115.292564877319
8,13,116.223794611909
8,13.5,117.066049193085
8,14,117.827829829119
8,14.5,118.516825472963
8,15,119.139990429881
9,0,4.51907168293494
9,0.5,16.3471884037005
9,1,27.0094355814657
9,1.5,36.620730224862
9,2,45.2846622442603
9,2.5,53.0946109371068
9,3,60.1347514239351
9,3.5,66.4809618823568
9,4,72.2016413571389
9,4.5,77.3584469606725
9,5,82.0069584093321
9,5.5,86.1972770580536
9,6,89.9745658894895
9,6.5,93.3795362777064
9,7,96.4488867727352
9,7.5,99.2156986351629
9,8,101.709792383814
9,8.5,103.958049199368
9,9,105.984700647984
9,9.5,107.811589847546
9,10,109.458406891371
9,10.5,110.942901066762
9,11,112.281072155672
9,11.5,113.487342879315
9,12,114.574714345323
9,12.5,115.554906172842
9,13,116.438482805823
9,13.5,117.234967375914
9,14,117.952944342162
9,14.5,118.600152013746
9,15,119.183565952979
10,0,4.9643459569382
10,0.5,16.1124502972885
10,1,26.2248860511109
10,1.5,35.3978677306109
10,2,43.718671436151
10,2.5,51.2664652424832
10,3,58.1130624413785
10,3.5,64.3236048073602
10,4,69.9571823874574
10,4.5,75.0673957119515
10,5,79.7028657752546
10,5.5,83.9076966391222
10,6,87.7218950596237
10,6.5,91.181751130404
10,7,94.3201835638538
10,7.5,97.16705289536
10,8,99.7494455906081
10,8.5,102.09193175907
10,9,104.216798925683
10,9.5,106.144264084939
10,10,107.892666054964
10,10.5,109.478639961733
10,11,110.917275513554
10,11.5,112.222260571713
10,12,113.406011383281
10,12.5,114.479790715179
10,13,115.45381501349
10,13.5,116.337351607571
10,14,117.138806883824
10,14.5,117.865806268045
10,15,118.525266777344
11,0,5.72227542921167
11,0.5,17.258145755484
11,1,27.6850468802182
11,1.5,37.1095865109541
11,2,45.6281239161485
11,2.5,53.3277551307111
11,3,60.2872034515127
11,3.5,66.5776243275546
11,4,72.2633328742324
11,4.5,77.4024614500147
11,5,82.0475540187949
11,5.5,86.2461033748502
11,6,90.0410367231563
11,6.5,93.4711545797715
11,7,96.5715274797388
11,7.5,99.3738545485635
11,8,101.906787603407
11,8.5,104.196224097702
11,9,106.265571904343
11,9.5,108.135988644673
11,10,109.826598010232
11,10.5,111.354685289012
11,11,112.735874095332
11,11.5,113.98428611027
11,12,115.112685465891
11,12.5,116.132609249489
11,13,117.054485462168
11,13.5,117.887739637795
11,14,118.640891212431
11,14.5,119.321640629558
11,15,119.93694807168
12,0,5.22575202653961
12,0.5,16.4688459244506
12,1,26.6585468190513
12,1.5,35.8935496807385
12,2,44.2633025064137
12,2.5,51.8488726910775
12,3,58.7237322269466
12,3.5,64.954469335343
12,4,70.6014334240485
12,4.5,75.7193196170253
12,5,80.357698518115
12,5.5,84.5614963398792
12,6,88.3714300479941
12,6.5,91.8244017358994
12,7,94.9538560495218
12,7.5,97.7901041240002
12,8,100.360617169986
12,8.5,102.690292553123
12,9,104.801694943891
12,9.5,106.715274873529
12,10,108.449566812916
12,10.5,110.021368692962
12,11,111.445904605289
12,11.5,112.736972259089
12,12,113.907076622387
12,12.5,114.967551042128
12,13,115.928667016223
12,13.5,116.799733680788
12,14,117.589187976178
12,14.5,118.304676365142
12,15,118.953128894605
13,0,5.02061646099647
13,0.5,16.4914637857752
13,1,26.865808290984
13,1.5,36.248465113577
13,2,44.7342300702303
13,2.5,52.4088374081192
13,3,59.3498260039202
13,3.5,65.627322762509
13,4,71.3047511302681
13,4.5,76.4394718813278
13,5,81.0833626507976
13,5.5,85.283342070188
13,6,89.0818438005197
13,6.5,92.5172452524218
13,7,95.6242553247066
13,7.5,98.4342650788602
13,8,100.975664892422
13,8.5,103.274131295545
13,9,105.352886388741
13,9.5,107.232932462773
13,10,108.933264191148
13,10.5,110.471060539043
13,11,111.861858327576
13,11.5,113.119709207011
13,12,114.257321624818
13,12.5,115.286189222963
13,13,116.216706961643
13,13.5,117.058276142712
13,14,117.81939939387
13,14.5,118.507766573283
13,15,119.130332462543
14,0,4.78875158383019
14,0.5,15.7210767535217
14,1,25.6574374764144
14,1.5,34.6885688124236
14,2,42.8969396116374
14,2.5,50.3575055884311
14,3,57.1383937884895
14,3.5,63.3015246990282
14,4,68.9031776830887
14,4.5,73.9945049012365
14,5,78.6219984136001
14,5.5,82.8279147276488
14,6,86.6506606685168
14,6.5,90.1251440954956
14,7,93.2830926673042
14,7.5,96.153343566978
14,8,98.7621068320365
14,8.5,101.133204694559
14,9,103.288289116729
14,9.5,105.247039508304
14,10,107.027342431489
14,10.5,108.6454549342
14,11,110.116153003238
14,11.5,111.452866492966
14,12,112.667801761624
14,12.5,113.77205313514
14,13,114.775704216286
14,13.5,115.687919964298
14,14,116.517030385793
14,14.5,117.270606601209
14,15,117.9555299814
15,0,3.97337638922974
15,0.5,14.678911718466
15,1,24.4293763253229
15,1.5,33.3099747378034
15,2,41.3983101498707
15,2.5,48.7650625576998
15,3,55.4746063974976
15,3.5,61.5855730821286
15,4,67.1513633522754
15,4.5,72.2206139193207
15,5,76.8376224777139
15,5.5,81.0427348007966
15,6,84.8726973027278
15,6.5,88.3609781473751
15,7,91.5380597101835
15,7.5,94.4317049487044
15,8,97.0672000094646
15,8.5,99.4675751912
15,9,101.65380619534
15,9.5,103.644997422373
15,10,105.458548915838
15,10.5,107.110308412764
15,11,108.614709829276
15,11.5,109.984899391505
15,12,111.232850514016
15,12.5,112.369468429601
15,13,113.404685484759
15,13.5,114.347547933606
15,14,115.206294988646
15,14.5,115.988430819215
15,15,116.70079012673
16,0,5.56566860670709
16,0.5,18.0640745536503
16,1,29.260729240472
16,1.5,39.2912144645966
16,2,48.2769907205885
16,2.5,56.3268679816156
16,3,63.5383232940477
16,3.5,69.9986811401214
16,4,75.7861708618389
16,4.5,80.9708739505914
16,5,85.615572673364
16,5.5,89.7765103116494
16,6,93.504072218908
16,6.5,96.8433959435894
16,7,99.8349178057763
16,7.5,102.514862546024
16,8,104.915681975613
16,8.5,107.066447939899
16,9,108.993204353198
16,9.5,110.719282568044
16,10,112.265583897679
16,10.5,113.650832712864
16,11,114.891803177801
16,11.5,116.003522370747
16,12,116.999452248923
16,12.5,117.891652661164
16,13,118.690927382253
16,13.5,119.406954937282
16,14,120.04840580021
16,14.5,120.623047385807
16,15,121.137838106313
17,0,4.26967996453759
17,0.5,16.0148268154483
17,1,26.6104030451136
17,1.5,36.1689242848835
17,2,44.7918935609981
17,2.5,52.5708791667888
17,3,59.5884870368201
17,3.5,65.9192379487212
17,4,71.6303588678155
17,4.5,76.7824968379259
17,5,81.4303629992437
17,5.5,85.6233135721611
17,6,89.4058739765992
17,6.5,92.8182116525158
17,7,95.896562602528
17,7.5,98.6736161861524
17,8,101.178862251839
17,8.5,103.438904293033
17,9,105.477741953701
17,9.5,107.317025883289
17,10,108.97628764743
17,10.5,110.473147135872
17,11,111.823499670089
17,11.5,113.041684797516
17,12,114.140638564832
17,12.5,115.13203088732
17,13,116.02638947302
17,13.5,116.833211617667
17,14,117.561065057551
17,14.5,118.217678951291
17,15,118.810025956645
18,0,5.36997375543867
18,0.5,16.1080358348675
18,1,25.8852147707824
18,1.5,34.7874940869011
18,2,42.8931631701457
18,2.5,50.2735057716304
18,3,56.9934268979302
18,3.5,63.1120236057043
18,4,68.6831047194196
18,4.5,73.7556640427297
18,5,78.3743112250792
18,5.5,82.5796640727032
18,6,86.4087057541299
18,6.5,89.8951100415575
18,7,93.0695374483819
18,7.5,95.959904867197
18,8,98.5916310795488
18,8.5,100.987860296531
18,9,103.16966569611
18,9.5,105.156234747139
18,10,106.965037949877
18,10.5,108.611982476944
18,11,110.111552065902
18,11.5,111.476934393705
18,12,112.72013705319
18,12.5,113.852093151552
18,13,114.882757459452
18,13.5,115.821193956341
18,14,116.675655541887
18,14.5,117.453656614515
18,15,118.162039155346
19,0,5.95455178460874
19,0.5,17.0417506620365
19,1,27.1045663815673
19,1.5,36.2376451081869
19,2,44.5268883330962
19,2.5,52.0502608231893
19,3,58.8785239213938
19,3.5,65.0759010949551
19,4,70.7006819915021
19,4.5,75.805770684366
19,5,80.4391832636909
19,5.5,84.6444994534478
19,6,88.4612725020522
19,6.5,91.9254012018243
19,7,95.0694675363348
19,7.5,97.9230431313909
19,8,100.512967391996
19,8.5,102.86359994131
19,9,104.997049735942
19,9.5,106.933383012506
19,10,108.690812021317
19,10.5,110.285866322349
19,11,111.733548254582
19,11.5,113.047474041032
19,12,114.240001856611
19,12.5,115.322348063371
19,13,116.304692706394
19,13.5,117.196275262555
19,14,118.005481542751
19,14.5,118.739922564935
19,15,119.406506139814
20,0,4.2780534195141
20,0.5,15.0520519999796
20,1,24.8587252020129
20,1.5,33.7849227110645
20,2,41.9096965593538
20,2.5,49.3050012250759
20,3,56.0363308743762
20,3.5,62.1632993896249
20,4,67.7401683208248
20,4.5,72.8163274357898
20,5,77.4367321249311
20,5.5,81.6423015343891
20,6,85.4702809534509
20,6.5,88.9545716656209
20,7,92.1260311845671
20,7.5,95.0127465338872
20,8,97.6402829909092
20,8.5,100.031910497447
20,9,102.208809742648
20,9.5,104.190259743036
20,10,105.993808580994
20,10.5,107.635428813787
20,11,109.129658929431
20,11.5,110.489732102202
20,12,111.727693388033
20,12.5,112.854506397729
20,13,113.880150392701
20,13.5,114.813708663123
20,14,115.66344897121
20,14.5,116.436896772021
20,15,117.140901860265
21,0,5.35089216768736
21,0.5,17.9576034953748
21,1,29.2399050688985
21,1.5,39.3369339836778
21,2,48.373210158491
21,2.5,56.4601719565281
21,3,63.6975504803495
21,3.5,70.1745994890124
21,4,75.9711961051128
21,4.5,81.158825886028
21,5,85.8014644075855
21,5.5,89.9563662321424
21,6,93.6747709908904
21,6.5,97.0025352880298
21,7,99.980698219664
21,7.5,102.645987481582
21,8,105.031272307419
21,8.5,107.165968822975
21,9,109.076402815666
21,9.5,110.786134392886
21,10,112.316248533091
21,10.5,113.685615112763
21,11,114.911121616004
21,11.5,116.007881396607
21,12,116.989420060961
21,12.5,117.867842270328
21,13,118.65398101955
21,13.5,119.357531233148
21,14,119.987169326351
21,14.5,120.550660205538
21,15,121.054953027645
22,0,4.86890125529877
22,0.5,16.9985906418338
22,1,27.9022019899203
22,1.5,37.7036681809753
22,2,46.5143948684459
22,2.5,54.4345267393442
22,3,61.5540857811226
22,3.5,67.9539944916854
22,4,73.7069956625707
22,4.5,78.8784791897625
22,5,83.5272253098508
22,5.5,87.7060727093264
22,6,91.4625191008906
22,6.5,94.8392610930644
22,7,97.8746794893754
22,7.5,100.603275533141
22,8,103.056063056305
22,8.5,105.260920989576
22,9,107.242910240581
22,9.5,109.024558541734
22,10,110.626116505479
22,10.5,112.065787797267
22,11,113.359936042488
22,11.5,114.523270819086
22,12,115.569014849912
22,12.5,116.509054295141
22,13,117.354073853021
22,13.5,118.113678204547
22,14,118.7965011824
22,14.5,119.410303905025
22,15,119.962062991233
23,0,4.21392792042726
23,0.5,15.4893943951426
23,1,25.7053930013377
23,1.5,34.961473692617
23,2,43.3478324878814
23,2.5,50.9461903878048
23,3,57.8305897063658
23,3.5,64.068115577302
23,4,69.7195496662139
23,4.5,74.8399624584292
23,5,79.4792498941835
23,5.5,83.6826195803676
23,6,87.49103131674
23,6.5,90.9415962293176
23,7,94.0679384003069
23,7.5,96.9005225184839
23,8,99.4669507428166
23,8.5,101.792231672122
23,9,103.899024041739
23,9.5,105.807857521916
23,10,107.537332769496
23,10.5,109.104302682302
23,11,110.524036622452
23,11.5,111.810369208892
23,12,112.975835129051
23,12.5,114.031791283292
23,13,114.9885274524
23,13.5,115.855366566509
23,14,116.640755552534
23,14.5,117.352347645379
23,15,117.997076965003
24,0,4.24266617310912
24,0.5,15.9566772854308
24,1,26.5272045949225
24,1.5,36.0658712846935
24,2,44.6734042444586
24,2.5,52.4406977313873
24,3,59.4497731998281
24,3.5,65.7746454355655
24,4,71.4821041408575
24,4.5,76.6324192236753
24,5,81.2799772388923
24,5.5,85.4738557021476
24,6,89.2583413410504
24,6.5,92.6733977563821
24,7,95.7550874317272
24,7.5,98.5359525478912
24,8,101.04535862345
24,8.5,103.309804610222
24,9,105.353202718225
24,9.5,107.197130925028
24,10,108.861060835957
24,10.5,110.36256330133
24,11,111.717493961998
24,11.5,112.940160682537
24,12,114.043474640151
24,12.5,115.039086664766
24,13,115.937510270048
24,13.5,116.748232674531
24,14,117.479814985222
24,14.5,118.139982601605
24,15,118.735706794701
25,0,4.1992319132127
25,0.5,15.3935624042423
25,1,25.5436176024186
25,1.5,34.7468138640067
25,2,43.0914799545447
25,2.5,50.6577047946262
25,3,57.5181061227968
25,3.5,63.7385274528954
25,4,69.3786700149725
25,4.5,74.4926657449129
25,5,79.1295968220977
25,5.5,83.3339667414314
25,6,87.1461274409021
25,6.5,90.6026665840829
25,7,93.7367587145641
25,7.5,96.5784836525625
25,8,99.1551151895562
25,8.5,101.491382851727
25,9,103.609709244516
25,9.5,105.530425256232
25,10,107.271965186161
25,10.5,108.851043669931
25,11,110.282816100213
25,11.5,111.58102408239
25,12,112.758127321246
25,12.5,113.825423204454
25,13,114.793155230592
25,13.5,115.670611322336
25,14,116.466212968393
25,14.5,117.18759604974
25,15,117.841684125894
26,0,4.73454673891485
26,0.5,15.8951928830628
26,1,26.01783884092
26,1.5,35.1990242189594
26,2,43.5263099204311
26,2.5,51.0791132131083
26,3,57.9294651312361
26,3.5,64.1426974350213
26,4,69.7780656791904
26,4.5,74.8893143328166
26,5,79.5251893399606
26,5.5,83.729903009411
26,6,87.5435556671764
26,6.5,91.002518093025
26,7,94.139778388367
26,7.5,96.9852565835557
26,8,99.5660899850161
26,8.5,101.906891983554
26,9,104.029986792099
26,9.5,105.955622351571
26,10,107.702163435362
26,10.5,109.286266794049
26,11,110.723040010719
26,11.5,112.026185581883
26,12,113.208131598097
26,12.5,114.280150270574
26,13,115.252465434189
26,13.5,116.134350052123
26,14,116.934214652051
26,14.5,117.659687537287
26,15,118.317687537862
27,0,4.26912220750205
27,0.5,15.2596524492719
27,1,25.2435847327479
27,1.5,34.3131111021129
27,2,42.5519799394692
27,2.5,50.0362693008677
27,3,56.8350894242279
27,3.5,63.0112208961368
27,4,68.621694370386
27,4.5,73.7183171913905
27,5,78.348151785352
27,5.5,82.5539502366525
27,6,86.3745490623712
27,6.5,89.8452278302922
27,7,92.998034931894
27,7.5,95.862083518524
27,8,98.4638203334435
27,8.5,100.82726992215
27,9,102.974256476028
27,9.5,104.924605357829
27,10,106.696326169902
27,10.5,108.3057790556
27,11,109.767825769522
27,11.5,111.095966911576
27,12,112.302466592071
27,12.5,113.398465679023
27,13,114.394084673391
27,13.5,115.298517162202
27,14,116.120114712513
27,14.5,116.86646399013
27,15,117.544456815193
28,0,5.34395838648791
28,0.5,16.4401686898004
28,1,26.5103299673185
28,1.5,35.649319350473
28,2,43.9432408323341
28,2.5,51.470236505846
28,3,58.3012227881462
28,3.5,64.5005585673844
28,4,70.1266515670619
28,4.5,75.2325086408192
28,5,79.8662351823343
28,5.5,84.0714883555771
28,6,87.8878884155783
28,6.5,91.3513919950183
28,7,94.4946308735938
28,7.5,97.3472194219175
28,8,99.936033616566
28,8.5,102.285464255048
28,9,104.417646756382
28,9.5,106.352669712385
28,10,108.108764154541
28,10.5,109.702475319676
28,11,111.148818532718
28,11.5,112.461420675237
28,12,113.652648572607
28,12.5,114.733725509407
28,13,115.714836970834
28,13.5,116.605226606369
28,14,117.41328331984
28,14.5,118.146620306396
28,15,118.812146781069
29,0,6.05005447026284
29,0.5,18.3621569780367
29,1,29.4110272511279
29,1.5,39.3262739959074
29,2,48.2242079547569
29,2.5,56.2092062885335
29,3,63.3749369722279
29,3.5,69.8054575665827
29,4,75.5762012548038
29,4.5,80.7548617110627
29,5,85.4021871807348
29,5.5,89.5726930873269
29,6,93.3153015253254
29,6.5,96.6739151405314
29,7,99.687932129784
29,7.5,102.392708401271
29,8,104.819972316799
29,8.5,106.998196881148
29,9,108.952933744487
29,9.5,110.70711293585
29,10,112.281311843704
29,10.5,113.693996598882
29,11,114.961738691419
29,11.5,116.099409362316
29,12,117.120354050545
29,12.5,118.036548941639
29,13,118.858741454265
29,13.5,119.596576312752
29,14,120.258708684476
29,14.5,120.852905709248
29,15,121.386137611696
30,0,4.35648476198241
30,0.5,15.7466586339057
30,1,26.0556986655569
30,1.5,35.3862240437655
30,2,43.8311135355224
30,2.5,51.474430030277
30,3,58.3922573264199
30,3.5,64.6534574915712
30,4,70.3203563356558
30,4.5,75.4493638201678
30,5,80.0915355793549
30,5.5,84.2930811428713
30,6,88.095823918894
30,6.5,91.5376175165075
30,7,94.6527225515535
30,7.5,97.4721476867789
30,8,100.023958301095
30,8.5,102.333555860534
30,9,104.423930771838
30,9.5,106.315891235665
30,10,108.028270377477
30,10.5,109.578113717957
30,11,110.980848849084
30,11.5,112.25043900488
30,12,113.399522055503
30,12.5,114.439536308295
30,13,115.380834368015
30,13.5,116.232786189689
30,14,117.003872349868
30,14.5,117.701768464759
30,15,118.333421595539
